CFV COINFUND  —  SAM MASTER LIST  |  270-Day Battle Plan (Data Quality Resolved),,,,,,,,,,,,,
"2,144 firms   |   P1: 410   |   P2: 1,339   |   P3: 395   |   Phones: all resolved   |   Est. capital at 20% conversion: $5.97B",,,,,,,,,,,,,
Rank,Priority,Firm Name,City,State,Zip,Phone,AUM,AUM Tier,Est. Commit,Territory,Status,Notes,Address
1546,P2,PA CAPITAL MANAGEMENT LLC,SUNNYVALE,CA,94086-5051,(650) 460-0427,"$32,765,185",Under $50M,"$982,956",Associate 3,,,237 N SUNNYVALE AVE
1547,P2,"PANDECT BIOVENTURES MANAGEMENT, LLC",WOODSIDE,CA,94062,(650) 410-5000,"$32,737,978",Under $50M,"$982,139",Associate 3,,,2995 WOODSIDE ROAD
1548,P2,SOHRA PEAK INVESTMENT MANAGEMENT LLC,NEW YORK,NY,10168,(212) 209-7143,"$32,680,883",Under $50M,"$980,426",Associate 3,,,380 LEXINGTON AVE
1549,P2,"TRANSMEDIA CAPITAL, LLC",SAN FRANCISCO,CA,94103,(415) 244-8226,"$32,663,171",Under $50M,"$979,895",Associate 3,,,717 MARKET STREET
1550,P2,CIRCLEUP,SAN FRANCISCO,CA,94104,(415) 598-8611,"$32,636,354",Under $50M,"$979,091",Associate 3,,,548 MARKET STREET
1551,P2,"CATO PARTNERS MANAGEMENT, LLC",NEW YORK,NY,10019,(646) 845-4100,"$32,563,865",Under $50M,"$976,916",Associate 3,,,3 COLUMBUS CIRCLE
1552,P2,"ENVISION VENTURES MANAGEMENT, LLC",MENLO PARK,CA,94025,(650) 302-6645,"$32,551,019",Under $50M,"$976,531",Associate 3,,,"3000 SAND HILL ROAD, BLDG. 1,"
1553,P2,POINT ALLERTON LLC,QUINCY,MA,2169,(617) 376-4750,"$32,500,000",Under $50M,"$975,000",Associate 3,,,400 CROWN COLONY DRIVE
1554,P2,ION MACRO MANAGEMENT LLC,NEW YORK,NY,10128,(212) 514-2351,"$32,484,429",Under $50M,"$974,533",Associate 3,,,1305 MADISON AVE
1555,P2,AMARANTHINE,SAN FRANCISCO,CA,94133,(415) 212-8902,"$32,456,661",Under $50M,"$973,700",Associate 3,,,595 PACIFIC AVE FL 4
1556,P2,"MERIDIAN STREET CAPITAL, LLC",NEW YORK,NY,10017,(317) 695-8328,"$32,455,881",Under $50M,"$973,676",Associate 3,,,489 5TH AVE
1557,P2,"SHARENETT INVESTMENT ADVISORS, LLC",NEW YORK,NY,10017,(646) 793-3172,"$32,376,750",Under $50M,"$971,303",Associate 3,,,"575 FIFTH AVENUE, SUITE 17-119"
1558,P2,QUADRATIC BUSAN ENERGY MANAGEMENT LLC,SAN FRANCISCO,CA,94104,447787200628,"$32,285,000",Under $50M,"$968,550",Associate 3,,,"548 MARKET STREET,"
1559,P2,AGYA VENTURES LLC,NEW YORK,NY,10011,(646) 696-0318,"$32,196,970",Under $50M,"$965,909",Associate 3,,,154 W 14TH ST
1560,P2,ANGELSDECK LLC,SACRAMENTO,CA,95811,(650) 743-8010,"$32,104,122",Under $50M,"$963,124",Associate 3,,,1401 21ST STREET
1561,P2,"SCOPUS VENTURES MANAGEMENT, LLC",LOS ANGELES,CA,90025,(917) 697-6042,"$32,018,913",Under $50M,"$960,567",Associate 3,,,11859 WILSHIRE BOULEVARD
1562,P2,"AIM MANAGEMENT COMPANY, LP",EL SEGUNDO,CA,90245,(562) 522-3483,"$32,000,000",Under $50M,"$960,000",Associate 3,,,2101 E EL SEGUNDO BLVD
1563,P2,LONGEVITY FUNDS 2 LLC,SAN FRANCISCO,CA,94133,(650) 888-8161,"$31,888,353",Under $50M,"$956,651",Associate 3,,,18 BARTOL STREET
1564,P2,PRIMETECH VENTURES LLC,REDWOOD CITY,CA,94061,(650) 399-6766,"$31,871,850",Under $50M,"$956,156",Associate 3,,,"50 WOODSIDE PLZ, STE 329"
1565,P2,"TREND DISCOVERY CAPITAL MANAGEMENT, LLC",LONG ISLAND CITY,NY,11101,(800) 781-9734,"$31,771,507",Under $50M,"$953,145",Associate 3,,,7-132 28-07 JACKSON AVE
1566,P2,HF SCALE PARTNERS LLC,NEW YORK,NY,10024,(646) 918-0263,"$31,622,851",Under $50M,"$948,686",Associate 3,,,459 COLUMBUS AVENUE
1567,P2,TREGARON CAPITAL,PALO ALTO,CA,94301,(650) 380-5187,"$31,611,368",Under $50M,"$948,341",Associate 3,,,635 BRYANT STREET
1568,P2,2717 PARTNERS LP,SAN FRANCISCO,CA,94123,(813) 857-1888,"$31,600,000",Under $50M,"$948,000",Associate 3,,,2001 UNION ST
1569,P2,CPI CAPITAL SERVICES LLC,NEW YORK,NY,10016,(917) 691-9546,"$31,560,000",Under $50M,"$946,800",Associate 3,,,10 EAST 40TH STREET
1570,P2,ILA CAPITAL,BOSTON,MA,2108,(203) 430-9010,"$31,555,833",Under $50M,"$946,675",Associate 3,,,1 BOSTON PLACE
1571,P2,BLINDSPOT VENTURES MANAGEMENT CO,BOSTON,MA,2141,(202) 390-1367,"$31,550,000",Under $50M,"$946,500",Associate 3,,,305 CAMBRIDGE STREET
1572,P2,VISIBLE VENTURES,HINGHAM,MA,2043,(617) 872-7204,"$31,471,565",Under $50M,"$944,147",Associate 3,,,100 OTIS STREET
1573,P2,"DRIEHAUS PRIVATE EQUITY, LLC",CHICAGO,IL,60611,(312) 932-8679,"$31,385,640",Under $50M,"$941,569",Associate 3,,,17 EAST ERIE STREET
1574,P2,"186 VENTURES MANAGEMENT GROUP, LLC",BOSTON,MA,2116,(617) 752-1926,"$31,284,191",Under $50M,"$938,526",Associate 3,,,131 DARTMOUTH STREET
1575,P2,SCOTT MANAGEMENT,BOSTON,MA,2215,(508) 934-7222,"$31,128,000",Under $50M,"$933,840",Associate 3,,,896 BEACON STREET
1576,P2,CHERRYROCK CAPITAL,SAN FRANCISCO,CA,94114-1696,(657) 571-6282,"$31,033,352",Under $50M,"$931,001",Associate 3,,,2370 MARKET STREET
1577,P2,"THINK+ VENTURES MANAGEMENT, LLC",PALO ALTO,CA,94306,(650) 906-4128,"$30,872,335",Under $50M,"$926,170",Associate 3,,,828 MESA CT.
1578,P2,POLARIS7 INVESTMENTS LLC,CHICAGO,IL,60604,(312) 405-1659,"$30,849,055",Under $50M,"$925,472",Associate 3,,,111 W. JACKSON
1579,P2,IRONWOOD CAPITAL CONNECTICUT I LLC,AVON,CT,6001,(860) 409-2100,"$30,717,843",Under $50M,"$921,535",Associate 3,,,45 NOD ROAD
1580,P2,AMPHORA EQUITY PARTNERS LLC,GREENWICH,CT,6830,(203) 718-5517,"$30,612,245",Under $50M,"$918,367",Associate 3,,,411 W. PUTNAM AVE. SUITE 320
1581,P2,HABITAT PARTNERS MANAGEMENT LLC,NEW YORK,NY,10013,(212) 677-5690,"$30,605,000",Under $50M,"$918,150",Associate 3,,,160 VARICK ST
1582,P2,"GREAT WAVE VENTURES, LLC",NEW YORK,NY,10011,(646) 696-0318,"$30,577,800",Under $50M,"$917,334",Associate 3,,,154 W 14TH STREET
1583,P2,BRICKMAN MANAGER VII LLC,OLD GREENWICH,CT,6870,(212) 541-5500,"$30,483,414",Under $50M,"$914,502",Associate 3,,,7 LITTLE COVE PLACE
1584,P2,CONDUIT CP INVESTMENT I LLC,ALAMO,CA,94507,(202) 355-8438,"$30,396,899",Under $50M,"$911,907",Associate 3,,,391 LIVORNA HEIGHTS RD
1585,P2,STELLATION MANAGEMENT LLC,BROOKLYN,NY,11201,(212) 810-9026,"$30,371,983",Under $50M,"$911,159",Associate 3,,,55 WATER STREET
1586,P2,"KENDALL INVESTMENTS, LLC",CAMBRIDGE,MA,2138,(617) 374-3707,"$30,367,803",Under $50M,"$911,034",Associate 3,,,6 UNIVERSITY RD.
1587,P2,"MAGNUM TECH PARTNERS, LLC",LOS ALTOS,CA,94024,(650) 417-8616,"$30,250,000",Under $50M,"$907,500",Associate 3,,,650B FREMONT AVE
1588,P2,"GARUDA VENTURES MANAGEMENT, LLC",ORINDA,CA,94563,(847) 922-6399,"$30,222,917",Under $50M,"$906,688",Associate 3,,,86 GRASSY HILL WAY
1589,P2,"INTERLUDE CAPITAL MANAGEMENT, LLC",NEW YORK,NY,10001,(415) 234-3523,"$30,217,804",Under $50M,"$906,534",Associate 3,,,1201 BROADWAY
1590,P2,ADVANCED TECHNOLOGY VENTURES,BOSTON,MA,2116,(617) 850-9700,"$30,199,591",Under $50M,"$905,988",Associate 3,,,420 BOYLSTON STREET
1591,P2,"TUCKER'S FARM 3, LLC",FRAMINGHAM,MA,1701,(508) 785-5743,"$30,193,480",Under $50M,"$905,804",Associate 3,,,4 KARA ANN DRIVE
1592,P2,PRINCIPAL VP MANAGEMENT COMPANY LLC,MENLO PARK,CA,94025,(206) 979-0334,"$30,171,362",Under $50M,"$905,141",Associate 3,,,405 EL CAMINO REAL
1593,P2,OKAPI VENTURE CAPITAL,NEWPORT BEACH,CA,92660,(949) 500-7420,"$30,160,286",Under $50M,"$904,809",Associate 3,,,1600 NEWPORT CENTER DRIVE
1594,P2,CROSBY EQUITY PARTNERS LLC,BROOKLYN,NY,11230,(917) 656-9790,"$30,113,333",Under $50M,"$903,400",Associate 3,,,1118 EAST 9TH STREET
1595,P2,STARTENGINE ADVISER LLC,MELVILLE,NY,11747,(516) 382-3479,"$30,061,900",Under $50M,"$901,857",Associate 3,,,200 BROADHOLLOW ROAD
1596,P2,DOORGA CAPITAL,PALO ALTO,CA,94301,(650) 617-3200,"$30,025,000",Under $50M,"$900,750",Associate 3,,,530 LYTTON AVENUE
1597,P2,"AXEVIL CAPITAL, LLC",SAN FRANCISCO,CA,94104-5401,(718) 557-9582,"$30,000,000",Under $50M,"$900,000",Associate 3,,,"548 MARKET ST, SUITE 85559"
1598,P2,"VELETA CAPITAL, LLC",EL SEGUNDO,CA,90245,(310) 289-3600,"$30,000,000",Under $50M,"$900,000",Associate 3,,,134 LOMITA ST
1599,P2,"GREENLINE COMMUNITY VENTURES, LLC",DENVER,CO,80202,(303) 586-8000,"$30,000,000",Under $50M,"$900,000",Associate 3,,,1555 BLAKE STREET
1600,P2,"108 BIOCAPITAL GROWTH FUND, LP",DANBURY,CT,6811,(973) 464-6620,"$30,000,000",Under $50M,"$900,000",Associate 3,,,108 MILL PLAIN ROAD
1601,P2,ASHLAND FOREST CAPITAL PARTNERS LLC,CHICAGO,IL,60606,(312) 416-8424,"$30,000,000",Under $50M,"$900,000",Associate 3,,,155 N. WACKER DRIVE
1602,P2,VOLT GLOBAL MANAGEMENT LP,NEW YORK,NY,10010,(917) 720-3961,"$30,000,000",Under $50M,"$900,000",Associate 3,,,"331 PARK AVENUE SOUTH, 2ND FLOOR"
1603,P2,"VELLICHOR MANAGEMENT, LP",NEW YORK,NY,10016,(646) 908-6041,"$30,000,000",Under $50M,"$900,000",Associate 3,,,1120 AVENUE OF THE AMERICAS
1604,P2,MMV VC LLC,NEW YORK,NY,10005,(561) 542-8884,"$30,000,000",Under $50M,"$900,000",Associate 3,,,"45 WALL STREET, APT 2012"
1605,P2,GOLD HOUSE VENTURES MANAGEMENT COMPANY LLC,COVINA,CA,91723,(818) 850-3870,"$29,942,677",Under $50M,"$898,280",Associate 3,,,440 N BARRANCA AVE #5118
1606,P2,SIBILLA CAPITAL MANAGEMENT LLC,NEW YORK,NY,10036,(212) 257-5700,"$29,861,161",Under $50M,"$895,835",Associate 3,,,1185 AVENUE OF THE AMERICAS
1607,P2,"EQUITAGE VENTURES, L.L.C.",DENVER,CO,80231,(805) 702-0336,"$29,850,000",Under $50M,"$895,500",Associate 3,,,2440 S. WABASH ST.
1608,P2,VANADIS HOLDINGS,NEW YORK,NY,10065,(917) 900-8875,"$29,824,134",Under $50M,"$894,724",Associate 3,,,"667 MADISON AVE 5TH FLOOR, OFFICE 25"
1609,P2,VBWM INVESTMENT MANAGEMENT LLC,NEW YORK,NY,10022,(212) 583-9700,"$29,679,000",Under $50M,"$890,370",Associate 3,,,505 PARK AVE
1610,P2,"CHICAGO RIVER CAPITAL, LLC",CHICAGO,IL,60602,(312) 269-4600,"$29,650,049",Under $50M,"$889,501",Associate 3,,,20 NORTH CLARK STREET
1611,P2,"ANAGRAM ASSET MANAGEMENT, LLC",SAN FRANCISCO,CA,94102,(502) 299-5719,"$29,568,769",Under $50M,"$887,063",Associate 3,,,292 IVY STREET
1612,P2,"OTAY VILLAGE III MANAGER, LLC",CARLSBAD,CA,92008,(760) 918-8200,"$29,500,000",Under $50M,"$885,000",Associate 3,,,1903 WRIGHT PLACE
1613,P2,VESTEDWORLD,CHICAGO,IL,60602,(312) 487-1220,"$29,463,942",Under $50M,"$883,918",Associate 3,,,17 NORTH WABASH AVENUE
1614,P2,"TECHNOLOGY OPPORTUNITY VENTURES, LLC",SAN FRANCISCO,CA,94105,(415) 677-5957,"$29,231,414",Under $50M,"$876,942",Associate 3,,,ONE MARKET PLAZA
1615,P2,K50 VENTURES,NEW YORK,NY,10013,(214) 924-3311,"$29,224,333",Under $50M,"$876,730",Associate 3,,,459 BROADWAY
1616,P2,BOLDROSE CAPITAL,GREENWICH,CT,6831,(201) 473-4746,"$29,139,671",Under $50M,"$874,190",Associate 3,,,177 WEST PUTNAM AVENUE
1617,P2,"DIGITALDX VENTURES MANAGEMENT, LLC",MENLO PARK,CA,94025,(650) 421-6212,"$29,069,811",Under $50M,"$872,094",Associate 3,,,"1155 CRANE STREET, SUITE 7"
1618,P2,REEF PASS INVESTORS,GREENWICH,CT,6830,(650) 308-4321,"$29,064,827",Under $50M,"$871,945",Associate 3,,,282 RAILROAD AVENUE
1619,P2,IGNIA PARTNERS,BOSTON,MA,2110,+52 (818) 000-7280,"$29,002,579",Under $50M,"$870,077",Associate 3,,,101 ARCH STREET 8TH FLOOR
1620,P2,HAN RIVER PARTNERS,MENLO PARK,CA,94025,(650) 298-1500,"$29,000,000",Under $50M,"$870,000",Associate 3,,,2744 SAND HILL ROAD
1621,P2,"UNIONROCK PARTNERS, LLC",DENVER,CO,80202,(720) 458-6944,"$29,000,000",Under $50M,"$870,000",Associate 3,,,1999 BROADWAY
1622,P2,CYBERNETIX VENTURES,BOSTON,MA,2038,(617) 386-9861,"$29,000,000",Under $50M,"$870,000",Associate 3,,,"125 HIGH ST, SUITE 220"
1623,P2,INVIVIUM CAPITAL,CHICAGO,IL,60642-6549,(312) 210-0022,"$28,991,932",Under $50M,"$869,758",Associate 3,,,400 N ABERDEEN ST
1624,P2,"RCJ MANAGEMENT, LLC",NORWALK,CT,6854,(203) 354-4505,"$28,935,182",Under $50M,"$868,055",Associate 3,,,50 WASHINGTON ST.
1625,P2,APPIAN WAY ASSET MANAGEMENT LP,NEW YORK,NY,10019,(212) 931-1173,"$28,781,831",Under $50M,"$863,455",Associate 3,,,3 COLUMBUS CIRCLE
1626,P2,"AKL CAPITAL, LLC",WOODRIDGE,IL,60517,(630) 634-2290,"$28,713,379",Under $50M,"$861,401",Associate 3,,,"940 S FRONTAGE ROAD, SUITE 200"
1627,P2,"SUPERLAYER LABS MANAGEMENT, LLC",PALO ALTO,CA,94301,(650) 720-9104,"$28,600,000",Under $50M,"$858,000",Associate 3,,,228 HAMILTON AVE.
1628,P2,"ABERDARE MANAGEMENT COMPANY, LLC",SAN FRANCISCO,CA,94129,(415) 392-7442,"$28,588,099",Under $50M,"$857,643",Associate 3,,,38 KEYES AVENUE
1629,P2,"ROCKIES VENTURE ADVISER, LLC",DENVER,CO,80205-2103,(720) 353-9350,"$28,585,670",Under $50M,"$857,570",Associate 3,,,1415 PARK AVE W
1630,P2,GRAIL PARTNERS,SAN FRANCISCO,CA,94111,(415) 423-0010,"$28,572,000",Under $50M,"$857,160",Associate 3,,,2 EMBARCADERO CENTER
1631,P2,"PACE HEALTHCARE CAPITAL MANAGEMENT, LLC",CHICAGO,IL,60642,(617) 620-6164,"$28,415,000",Under $50M,"$852,450",Associate 3,,,400 N. ABERDEEN STREET
1632,P2,"PORTRAIT CAPITAL, LLC",NEW YORK,NY,10065,(212) 287-5690,"$28,371,626",Under $50M,"$851,149",Associate 3,,,"770 LEXINGTON AVENUE, FLOOR 4"
1633,P2,"EASTLINK CAPITAL MANAGEMENT, LLC",MENLO PARK,CA,94025,(650) 804-4882,"$28,325,000",Under $50M,"$849,750",Associate 3,,,325 SHARON PARK DRIVE #323
1634,P2,"PRIMER MANAGEMENT, LLC",PALO ALTO,CA,94306,(650) 352-7600,"$28,156,293",Under $50M,"$844,689",Associate 3,,,3000 EL CAMINO REAL
1635,P2,BREAKWALL EQUITY,MANHATTAN BEACH,CA,90266,(424) 501-2266,"$28,152,067",Under $50M,"$844,562",Associate 3,,,1230 ROSECRANS AVE
1636,P2,"PRODUCT HUNT, INC.",SAN FRANCISCO,CA,94110,(415) 994-0630,"$28,094,223",Under $50M,"$842,827",Associate 3,,,720 YORK ST.
1637,P2,"BRADFORD EQUITIES MANAGEMENT, LLC",WHITE PLAINS,NY,10601-1822,(914) 922-7175,"$28,087,645",Under $50M,"$842,629",Associate 3,,,445 HAMILTON AVENUE
1638,P2,MAPL STRUCTURED CAPITAL LLC,GREENWICH,CT,6831,(203) 921-6267,"$28,072,793",Under $50M,"$842,184",Associate 3,,,15 SHEFFIELD WAY
1639,P2,JNR EQUITY FUND I MANAGER LLC,WALTHAM,MA,2451,(781) 899-9989,"$28,000,000",Under $50M,"$840,000",Associate 3,,,"303 WYMAN ST, SUITE 325"
1640,P2,FARMERS GATE,NEW YORK,NY,10020-0001,(917) 494-6869,"$28,000,000",Under $50M,"$840,000",Associate 3,,,1230 AVENUE OF THE AMERICAS
1641,P2,ASIA2G CAPITAL,SANTA CLARA,CA,95051,(408) 560-8823,"$27,950,000",Under $50M,"$838,500",Associate 3,,,3536 GOLDEN STATE DR.
1642,P2,"MIRAE ASSET CAPITAL LIFE SCIENCE, INC.",BOSTON,MA,2116,(650) 407-8285,"$27,921,556",Under $50M,"$837,647",Associate 3,,,131 DARTMOUTH STREET
1643,P2,"HORNET MANAGEMENT, LLC",NEW YORK,NY,10016,(917) 582-4877,"$27,711,809",Under $50M,"$831,354",Associate 3,,,16 EAST 40TH STREET
1644,P2,"COMPA CAPITAL GP, LLC",LOS ANGELES,CA,90017,(650) 504-6100,"$27,650,000",Under $50M,"$829,500",Associate 3,,,1001 WILSHIRE BLVD
1645,P2,NEWTOWN PARTNERS,SAN DIEGO,CA,92101,(650) 772-0551,"$27,515,000",Under $50M,"$825,450",Associate 3,,,550 WEST B STREET
1646,P2,"PROSPECT STREET HOLDINGS, LLC",KINGSTON,NY,12401,(845) 444-2656,"$27,480,000",Under $50M,"$824,400",Associate 3,,,8 N FRONT STREET
1647,P2,ALSO CAPITAL MANAGEMENT LLC,NEW YORK,NY,10013,(631) 513-8569,"$27,427,277",Under $50M,"$822,818",Associate 3,,,145 6TH AVENUE
1648,P2,"THREE LIONS CAPITAL MANAGEMENT, LLC",LA JOLLA,CA,92037,(714) 396-5556,"$27,385,370",Under $50M,"$821,561",Associate 3,,,888 PROSPECT ST.
1649,P2,OPEN FAMILY OFFICE (OFO) WEALTH MANAGEMENT LLC,FREMONT,CA,94536,(650) 391-7166,"$27,270,000",Under $50M,"$818,100",Associate 3,,,3424 WYNDHAM DR
1650,P2,"AUDACITY VENTURE MANAGEMENT, LLC",NEW YORK,NY,10023,(917) 444-4408,"$27,270,000",Under $50M,"$818,100",Associate 3,,,160 WEST 71ST STREET
1651,P2,ALDARON MANAGEMENT LLC,SAN FRANCISCO,CA,94111,(415) 500-6900,"$27,250,000",Under $50M,"$817,500",Associate 3,,,615 FRONT ST.
1652,P2,GUAVA CAPITAL MANAGEMENT LP,GREENWOOD VILLAGE,CO,80111,(303) 808-5234,"$27,163,469",Under $50M,"$814,904",Associate 3,,,5555 DTC PKWY
1653,P2,LEIFM LLC,SAN FRANCISCO,CA,94123,(415) 420-0141,"$27,137,378",Under $50M,"$814,121",Associate 3,,,2415 BAY STREET
1654,P2,VINEYARD QUANT MANAGEMENT LLC,MONTEBELLO,NY,10901,(516) 426-8291,"$27,000,000",Under $50M,"$810,000",Associate 3,,,400 RELLA BOULEVARD
1655,P2,ZONE 2 VENTURES LLC,NEW YORK,NY,10010,447515605399,"$27,000,000",Under $50M,"$810,000",Associate 3,,,"915 BROADWAY, SUITE 1900"
1656,P2,EXI INVESTMENT PARTNERS,LAKE FOREST,IL,60045,(847) 250-2853,"$26,700,000",Under $50M,"$801,000",Associate 3,,,1955 FIELD COURT
1657,P2,ACERO CAPITAL GROWTH MANAGEMENT LLC,SAN FRANCISCO,CA,94111,(650) 233-7100,"$26,649,412",Under $50M,"$799,482",Associate 3,,,ONE FERRY BUILDING
1658,P2,WILSHIRE LANE PARTNERS LLC,LOS ANGELES,CA,90025,(678) 492-8567,"$26,587,004",Under $50M,"$797,610",Associate 3,,,12121 WILSHIRE BLVD
1659,P2,"WORKLIFE VENTURES MANAGEMENT, LLC",WALNUT,CA,91789,(415) 528-8855,"$26,582,921",Under $50M,"$797,488",Associate 3,,,340 S. LEMON AVENUE
1660,P2,KG FUNDS MANAGEMENT,NEW YORK,NY,10019,(212) 247-4590,"$26,500,000",Under $50M,"$795,000",Associate 3,,,888 7TH AVE
1661,P2,"CLOUDLAND CAPITAL MANAGEMENT, L.P.",NEW YORK,NY,10016,(617) 833-3541,"$26,377,684",Under $50M,"$791,331",Associate 3,,,27 E 28TH STREET
1662,P2,HALO CAPITAL FUND MANAGEMENT LP,NEW YORK,NY,10012,(917) 655-9699,"$26,332,503",Under $50M,"$789,975",Associate 3,,,379 WEST BROADWAY
1663,P2,NORTHERN BORDER ADVISORS LLC,NEW YORK,NY,10019,(212) 554-5087,"$26,300,000",Under $50M,"$789,000",Associate 3,,,1370 AVENUE OF THE AMERICAS
1664,P2,"COMMONWEAL VENTURES MANAGEMENT, LLC",NEW YORK,NY,10003,(443) 690-6189,"$26,280,062",Under $50M,"$788,402",Associate 3,,,"201 E 17TH ST, APT. 5G"
1665,P2,"ACCELR8 MANAGEMENT, LLC",BOSTON,MA,2116,(617) 933-3623,"$26,257,742",Under $50M,"$787,732",Associate 3,,,C/O PAUL MCCOY FAMILY OFFICE SERVICES LLP
1666,P2,FRONTFOUR CAPITAL GROUP LLC,GREENWICH,CT,6830,(203) 274-9050,"$26,244,132",Under $50M,"$787,324",Associate 3,,,500 WEST PUTNAM AVENUE
1667,P2,"RIVEROAK INVESTMENT CORP., LLC",STAMFORD,CT,06901-2482,(203) 325-8009,"$26,205,992",Under $50M,"$786,180",Associate 3,,,263 TRESSER BLVD.
1668,P2,STANDARD INVESTMENT MANAGEMENT LLC,NEW YORK,NY,10177,(212) 572-6460,"$26,164,363",Under $50M,"$784,931",Associate 3,,,250 PARK AVENUE
1669,P2,PINNACLE HILL PARTNERS LP,NEW YORK,NY,10001,(646) 838-2893,"$26,026,477",Under $50M,"$780,794",Associate 3,,,132 WEST 31ST STREET
1670,P2,"ROSSER CAPITAL PARTNERS MANAGEMENT, L.P.",GREENWICH,CT,6830,(203) 340-5110,"$26,002,886",Under $50M,"$780,087",Associate 3,,,45 EAST PUTNAM
1671,P2,"VESTA VENTURES GP, LLC",ENCINITAS,CA,92024,(775) 235-8259,"$26,000,000",Under $50M,"$780,000",Associate 3,,,1596 N COAST HIGHWAY 101
1672,P2,"ROCKEFELLER FOUNDATION IMPACT INVESTMENT MANAGEMENT, LLC",NEW YORK,NY,10018,(212) 869-8500,"$25,903,730",Under $50M,"$777,112",Associate 3,,,420 FIFTH AVENUE
1673,P2,"LAUREATE CAPITAL REAL ESTATE MANAGEMENT, LLC",GLEN ELLYN,IL,60137,(312) 300-6765,"$25,884,632",Under $50M,"$776,539",Associate 3,,,460 N. MAIN STREET
1674,P2,"INCLUDE VENTURE PARTNERS MANAGEMENT, LLC",SAN FRANCISCO,CA,94102,(415) 941-9752,"$25,750,000",Under $50M,"$772,500",Associate 3,,,77 VAN NESS AVENUE
1675,P2,"JEEREDDI INVESTMENTS, LP",GLENDALE,CA,91203,(310) 550-7270,"$25,669,680",Under $50M,"$770,090",Associate 3,,,500 N BRAND BLVD
1676,P2,CARTHAGE CAPITAL MANAGEMENT LLC,BREWSTER,NY,10509,(206) 600-9343,"$25,655,746",Under $50M,"$769,672",Associate 3,,,12 MAIN STREET
1677,P2,ARMYN CAPITAL LLC,NEW YORK,NY,10013,(646) 623-6183,"$25,578,813",Under $50M,"$767,364",Associate 3,,,6 ST. JOHN'S LANE
1678,P2,GIANTLEAP CAPITAL,NEW YORK,NY,10010,(332) 228-4702,"$25,516,000",Under $50M,"$765,480",Associate 3,,,110 EAST 25TH STREET
1679,P2,"MTVP MANAGEMENT, LLC",MENLO PARK,CA,94025,(650) 644-6419,"$25,469,983",Under $50M,"$764,099",Associate 3,,,325 SHARON PARK DR #903
1680,P2,"JST CAPITAL ADVISORS, LLC",HEWLETT,NY,11557,(757) 639-2441,"$25,436,732",Under $50M,"$763,102",Associate 3,,,1295 BROADWAY
1681,P2,"PICKEREL MANAGEMENT, LLC",BROOKLYN,NY,11201,(347) 450-0245,"$25,373,265",Under $50M,"$761,198",Associate 3,,,195 MONTAGUE STREET
1682,P2,"MACRO ADVISORS, LLC",LOS ANGELES,CA,90028,(310) 859-4024,"$25,306,716",Under $50M,"$759,201",Associate 3,,,6255 W. SUNSET BOULEVARD
1683,P2,"OUTCAST VENTURES, LLC",BURLINGAME,CA,94010,(415) 212-8723,"$25,300,000",Under $50M,"$759,000",Associate 3,,,"1325 HOWARD AVENUE, SUITE 420"
1684,P2,SURGEPOINT CAPITAL LLC,NEW YORK,NY,10017,(917) 275-7339,"$25,299,683",Under $50M,"$758,990",Associate 3,,,757 THIRD AVENUE
1685,P2,"BRAIL CAPITAL MANAGEMENT, LP",NEW YORK,NY,10022,(917) 576-6240,"$25,280,713",Under $50M,"$758,421",Associate 3,,,595 MADISON AVENUE
1686,P2,DNX VENTURES,SAN MATEO,CA,94401,(858) 449-4173,"$25,250,000",Under $50M,"$757,500",Associate 3,,,55E 3RD AVE
1687,P2,GALLATIN CAPITAL LLC,NEW YORK,NY,10004-2358,(212) 232-4584,"$25,230,000",Under $50M,"$756,900",Associate 3,,,50 BROAD ST. SUITE 1820
1688,P2,"BONSIDE ADVISOR, LLC",NEW YORK,NY,10011,(269) 806-0201,"$25,146,031",Under $50M,"$754,381",Associate 3,,,159 W 25TH ST.
1689,P2,SAGE HOSPITALITY INVESTMENT ADVISOR LLC,DENVER,CO,80202,(303) 595-7251,"$25,119,946",Under $50M,"$753,598",Associate 3,,,1809 BLAKE STREET
1690,P2,ROARING BROOK HOLDINGS LLC,NEW YORK,NY,10022,(215) 520-2081,"$25,086,584",Under $50M,"$752,598",Associate 3,,,126 E 56TH STREET
1691,P2,"OCEAN INDEX PARTNERS, LLC",CEDARHURST,NY,11516,(917) 733-4515,"$25,050,000",Under $50M,"$751,500",Associate 3,,,70 CARMAN AVENUE
1692,P2,"VANARA CAPITAL MANAGEMENT, LLC",SAN FRANCISCO,CA,94123,(813) 464-9119,"$25,025,000",Under $50M,"$750,750",Associate 3,,,1321 CHESTNUT ST.
1693,P2,LIEEF LLC,IRVINE,CA,92618,(310) 946-9748,"$25,000,001",Under $50M,"$750,000",Associate 3,,,ONE PARK PLAZA
1694,P2,LUTR STAR LLC,NORTH HOLLYWOOD,CA,91601,(424) 456-5702,"$25,000,000",Under $50M,"$750,000",Associate 3,,,5161 LANKERSHIM BLVD
1695,P2,AURUM EP GP LLC,PLEASANTON,CA,94566,(408) 476-4892,"$25,000,000",Under $50M,"$750,000",Associate 3,,,7041 KOLL CENTER PKWY
1696,P2,"TRIUM VENTURES GP I, LLC",SAN FRANCISCO,CA,94133,(415) 252-6670,"$25,000,000",Under $50M,"$750,000",Associate 3,,,909 MONTGOMERY ST
